token,symbol_or_addr,name,first_buy_time_utc,first_buy_bnb,first_buy_usd,first_buy_fdv_usd,first_buy_pool_bnb_after,first_buy_approx_liquidity_usd_after,first_buy_trade_volume_usd,first_buy_bucket,buy_count,sell_count,buy_bnb,sell_bnb,fee_bnb,realized_pnl_bnb,realized_pnl_usd_at_trade_prices,realized_roi,token_in_amount,token_out_amount,net_token_amount,open_position_flag,last_trade_time_utc
0x44449ba264dffdcf903128c6800d9e4d3998adaf,安小将,安小将,2026-04-15 09:14:08,0.99,616.4928,18736.35348370053,6.655555299576177,8289.094792304155,616.4928,0-50k,6,69,6.49,21.596590386990126,0.004591516639999998,15.101998870350126,9345.473453887887,2.3269643868027927,36367634.94369433,36291011.05177351,76623.89192081988,False,2026-04-22 14:05:23
0x7528f0abcb9e4fd65859c92255aa889d02094444,冲鸭,冲鸭,2026-05-01 09:58:44,0.77,473.858,14231.372921048636,6.4689986975820295,7962.043596983962,473.858,0-50k,1,52,0.77,6.910061428660707,0.004035172080000001,6.136026256580706,3785.0234146751636,7.968865268286631,33296717.23373572,33296717.233735725,-3.725290298461914e-09,False,2026-05-07 14:03:29
0x6114ea6cc28ae5cd5e4a404e562ce4747de94444,CZ 🔶 BNB,CZ 🔶 BNB,2026-04-03 07:11:14,0.6,352.872,10034.309258881038,4.656045845151367,5476.627364900844,352.872,0-50k,1,2,0.6,6.63046963428237,7.900212e-05,6.030390632162371,3589.657896782818,10.050651053603952,35166546.18629425,35166546.18629425,0.0,False,2026-04-08 01:48:33
0x640c04ca09c5c5140e62fef42c59e3afdbbd4444,我的刀盾,what the dog doing?,2026-02-05 04:33:48,0.3,182.178,66435.22061299515,,,182.178,50k-100k,3,17,2.0,7.980766770103648,0.00039771323999999997,5.9803690568636485,3773.1160592196334,2.9901845284318243,9275293.57746004,8288895.353220171,986398.2242398681,True,2026-03-26 03:24:16
0x13762a21d45d102078269b0b0ac9a954104e4444,马维斯,马维斯Marvis,2026-05-17 05:15:55,0.4,259.604,5753.594039039469,1.6189562291944093,2101.437564618927,259.604,0-50k,1,36,0.4,5.188299990528072,0.005712853801767399,4.782587136726304,3103.6186373093196,11.95646784181576,45120319.27148956,45120319.27148956,0.0,False,2026-05-22 16:25:48
0x5177b93950833dd74569091fad3bfb3a1ab04444,牛回！,牛回！,2026-05-11 07:28:47,0.77,515.9308,10443.92374455802,4.277333572291633,5731.969173556571,515.9308,0-50k,2,16,1.17,5.564502186956407,0.0034098475200000002,4.3910923394364065,2942.2075111159697,3.7530703755866726,51717064.00976581,51717064.009765804,7.450580596923828e-09,False,2026-05-11 11:06:14
0xd45ff38d132114968091f154cdcc0dfea06b4444,Exchange the world,Exchange the world,2026-01-28 11:45:11,2.0,1803.28,549234.8630634912,,,1803.28,200k-1m,11,9,14.3,18.327980319875408,0.00054557382,4.027434746055407,2152.8094335809346,0.28163879343044806,25230463.134241477,20706121.259943392,4524341.8742980845,True,2026-05-06 07:19:57
0x5f6fd60ad6cd8751b4c521bc00fa02abfeca4444,背手负鼠,全网爆火表情包,2026-05-19 11:55:42,0.6,383.64,78548.38996553227,,,383.64,50k-100k,1,8,0.6,4.628153908447237,0.0008487672559999999,4.0273051411912375,2625.127369312223,6.712175235318729,4884123.024906617,4884123.024906617,0.0,False,2026-05-23 06:34:23
0xca7ab98f4c43e5e92a8d2b8ef9b35c76a52a4444,CS,CZ vs Star,2026-04-08 06:31:53,0.4,240.44400000000002,11253.525238737391,5.055532525696246,6077.862313042541,240.44400000000002,0-50k,3,11,1.2000000000000002,4.534822698130835,0.0006277596000000002,3.334194938530835,2009.5560619081673,2.7784957821090286,30511929.236648224,44778699.58486623,-14266770.348218009,True,2026-04-09 17:44:05
0x42a3404651eb9ce4fce649d4999329481eea4444,Dinance,Dick Binance,2026-05-07 08:02:44,0.4,254.836,6231.586188349671,2.0011121658640594,2549.777099500667,254.836,0-50k,1,19,0.4,3.5176341409629073,0.00040468632,3.1172294546429073,1985.95571325845,7.793073636607268,40894243.022174895,40894243.022174895,0.0,False,2026-05-07 08:16:47
