token,symbol_or_addr,name,first_buy_time_utc,first_buy_bnb,first_buy_usd,first_buy_fdv_usd,first_buy_pool_bnb_after,first_buy_approx_liquidity_usd_after,first_buy_trade_volume_usd,first_buy_bucket,buy_count,sell_count,buy_bnb,sell_bnb,fee_bnb,realized_pnl_bnb,realized_pnl_usd_at_trade_prices,realized_roi,token_in_amount,token_out_amount,net_token_amount,open_position_flag,last_trade_time_utc
0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284,FORM,FORM Token,2026-04-14 07:04:19,10.0,6141.0,81245248.56255533,,,6141.0,5m+,1,1,10.0,0.032359877952565515,9.836232e-05,-9.967738484367434,-6121.083516592434,-0.9967738484367434,22410.950221471783,72.21152507008678,22338.738696401695,True,2026-05-03 15:44:59
0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,USD Coin,2026-02-11 09:49:28,4.3,2613.4539999999997,1320876384.3489075,,,2613.4539999999997,5m+,4,0,6.747,0.0,9.32268e-05,-6.7470932268,,-1.0000138175188973,4024.422875226581,0.0,4024.422875226581,True,2026-02-12 16:17:08
0xf257dffcee335dc6b555ac5be2c45975df207777,币间盗,税收给真作者,2026-02-09 07:48:51,0.3,190.83,21423.74040957516,,,190.83,0-50k,8,1,5.9,0.40659539282410234,0.00021957156000000001,-5.493624178735898,-3425.720190088575,-0.9311227421586267,48080732.0017516,8907408.15337317,39173323.848378435,True,2026-04-13 02:27:56
0xb26de2b8f9b559b896c89e49a3f8649a0d2e4444,背手负狗,丫够燥的负狗,2026-05-26 07:55:06,0.3,196.737,10486.260143699841,4.17023691671011,5469.599335218645,196.737,0-50k,4,0,4.1,0.0,0.00013795080000000002,-4.1001379508,,-1.0000336465365853,133163639.96373446,0.0,133163639.96373446,True,2026-05-26 08:34:41
0xd98abf5385231aa53aac9fd62ba2e8b660334444,Freedom of Money,Freedom of Money,2026-04-03 03:48:52,5.0,2940.6,138863.06521112137,,,2940.6,100k-200k,2,2,5.4,1.311825006827529,7.5972e-05,-4.088250965172471,-2404.3821576372343,-0.7570835120689761,29231493.735114038,29231493.735114038,0.0,False,2026-04-03 04:59:26
0x9c17ba5f1c4a08692bdfa10fab258d9fa1df4444,罗永浩,时隔七年罗永浩回归推特,2026-05-15 12:39:15,3.0,2016.27,974393.5568893817,,,2016.27,200k-1m,2,3,9.0,4.918964945425865,0.0012579150498142001,-4.08229296962395,-2743.6682819545604,-0.45358810773599445,4963307.34052412,4963307.34052412,0.0,False,2026-05-15 12:59:05
0xa3aef123864b1284105aab5bd8249639bf6c4444,DOGSHIT,dogshit memecoin,2026-02-10 09:19:18,0.3,185.862,78138.5830668639,,,185.862,50k-100k,5,5,5.0,2.8087435941842602,0.00543230412,-2.19668870993574,-1394.4261478342844,-0.439337741987148,34657607.17809287,9928478.935302489,24729128.24279038,True,2026-04-21 09:04:48
0x55d398326f99059ff775485246999027b3197955,USDT,Tether USD,2026-02-09 15:37:15,2.0,1272.2,9421521961.28443,,,1272.2,5m+,1,0,2.0,0.0,1.871916e-05,-2.00001871916,,-1.00000935958,1240.261105593447,0.0,1240.261105593447,True,2026-02-09 15:37:15
0xcc7abc4a67837d1c392f9c4f75cd21a3e74d4444,MPW,Most Powerful Women,2026-05-27 10:02:39,0.99,641.5893000000001,65251.26549212571,,,641.5893000000001,50k-100k,5,3,2.8899999999999997,0.9593529968659773,0.0019016377599999999,-1.9325486408940225,-1252.4267977041893,-0.6687019518664439,31554313.16695063,31554313.16695063,0.0,False,2026-05-27 12:16:47
0x44448c8b1c21a438e149abbe838c790ba21819ca,币安聊天室,币安聊天室,2026-04-15 12:35:32,0.4,249.08800000000002,14953.191044419767,3.8786708238757153,4830.651790887771,249.08800000000002,0-50k,9,4,2.7,0.8701357390798152,0.00043083984,-1.8302951007601849,-1144.4538834788514,-0.677887074355624,78615507.71653827,13491514.411899291,65123993.304638974,True,2026-05-05 12:29:01
0x61ef6983e3398968567efd51f7e480d323834444,币安 Ai Pro,币安 Ai Pro,2026-03-24 10:32:33,0.6,382.83,65730.87671232453,,,382.83,50k-100k,6,3,3.1999999999999997,1.543341415782924,0.0001855284,-1.6568441126170759,-1078.7983313141249,-0.5177637851928363,39399443.58458893,39399443.58458893,0.0,False,2026-03-29 16:37:58
0xf9fa6fc80b0f4d505013182d4ca2b06bef9e4444,Atlаs Ѕcоut,Аtlаs Ѕcоut,2026-03-25 04:18:42,0.6,388.43399999999997,127912.3492390979,,,388.43399999999997,100k-200k,4,1,2.0,0.36696016790117053,9.839843999999999e-05,-1.6331382305388296,-992.0097902788583,-0.8165691152694148,77980971.85125443,3036720.0845785937,74944251.76667584,True,2026-04-08 07:23:12
0x5c3ca7f236a95f753da836d9dd9860fb2f21ffff,金钱自由基金会,捐给币安慈善,2026-04-03 03:58:08,0.4,235.24800000000002,34608.052296748334,,,235.24800000000002,0-50k,4,0,1.6,0.0,8.623824e-05,-1.60008623824,,-1.0000538989,18369968.942896724,0.0,18369968.942896724,True,2026-04-03 06:17:03
0xe83606959340915fbf88633c69d206fbf40fffff,AI小镇,AI小镇,2026-03-17 11:52:52,0.4,267.508,12323.163766641674,,,267.508,0-50k,6,0,1.4020000000000001,0.0,0.00013634232,-1.4021363423200002,,-1.0000972484450785,62314859.11967121,0.0,62314859.11967121,True,2026-03-24 05:04:40
0xd2e416782917ea7aff6e995489bd0dd5b2047f67,币安人生,币安人生,2026-04-16 14:26:00,0.4,254.42,13190.513282726539,,,254.42,0-50k,3,0,1.4,0.0,6.728052e-05,-1.4000672805199998,,-1.0000480575142856,40562145.43756597,0.0,40562145.43756597,True,2026-04-16 14:52:22
0xad144bf8edcf3712a86d3939d2dbeb531ebd4444,元气AI,元气AI,2026-01-30 11:04:22,0.05,42.867000000000004,26513.316652562895,8.026357445527267,13762.634584696696,42.867000000000004,0-50k,7,4,2.95,1.632172941245693,0.00022741451999999998,-1.3180544732743074,-1030.1955538407399,-0.44679812653366346,17319568.868319485,7965562.9920831295,9354005.876236357,True,2026-03-10 10:56:17
0x4444d0579a0eafa455610693c6da8301a3eb4396,爱坤,ikun,2026-05-02 12:25:03,0.77,475.9601,38879.24781071198,5.817953070358664,7192.502662761602,475.9601,0-50k,2,1,1.97,0.7400739384978603,9.958151999999999e-05,-1.2300256430221397,-128.5847244179212,-0.62437849899601,31191375.200251117,12242008.958539156,18949366.24171196,True,2026-06-01 06:14:30
0x63f9341c9d53b98f925790fd433350270dd14444,龙头,当之无愧的龙头,2026-03-30 13:57:14,0.4,243.55200000000002,30966.934453460737,12.199645780886652,14856.240646132528,243.55200000000002,0-50k,4,2,2.0,0.7882044480938719,0.00015155940000000003,-1.211947111306128,-729.2349178624142,-0.605973555653064,89189612.02965021,12164406.937513212,77025205.092137,True,2026-04-02 07:02:08
0x3e9fc4f2acf5d6f7815cb9f38b2c69576088ffff,ForgAI,ForgAI,2026-03-05 07:30:42,0.6,388.67999999999995,326354.39699639607,,,388.67999999999995,200k-1m,2,0,1.2,0.0,0.00760412,-1.20760412,,-1.0063367666666667,2341035.643408683,0.0,2341035.643408683,True,2026-03-05 07:31:14
0x47ad200c9b052284e9a585d71f5f938bae154444,Crypto Summer,Crypto Summer,2026-04-14 06:44:17,1.2,736.92,151382.04558212505,,,736.92,100k-200k,2,1,2.4,1.1964487999807651,6.033588e-05,-1.2036115358992348,-758.4221673949173,-0.5015048066246812,9681365.880574804,3026148.091832652,6655217.788742151,True,2026-04-18 03:24:33
0x4a7c9940fbe33749254a8e2db775363690ed4444,GC,Grok Computer,2026-03-23 03:37:54,0.6,383.28599999999994,34521.33870249497,,,383.28599999999994,0-50k,2,0,1.2,0.0,4.000584e-05,-1.20004000584,,-1.0000333382000002,24228479.288779825,0.0,24228479.288779825,True,2026-03-26 08:40:08
0x4444b0822eb005746f7a1b68d7660b02addf8284,SPCX,SpaceX,2026-04-22 10:40:51,1.2,765.012,14682.752406930305,3.848772570370797,4907.262002674173,765.012,0-50k,1,0,1.2,0.0,3.96102e-05,-1.2000396102,,-1.0000330085,52102765.121811345,0.0,52102765.121811345,True,2026-04-22 10:40:51
0x7400bf6c09728d066e02749379bef1cb46d94444,币安人,我为自己永远是币安人而感到自豪,2026-05-28 09:59:32,1.2,764.9879999999999,138595.5914550865,,,764.9879999999999,100k-200k,1,0,1.2,0.0,2.10858e-05,-1.2000210858,,-1.0000175715000001,5519569.504113001,0.0,5519569.504113001,True,2026-05-28 09:59:32
0xae71fd8bacc2f17c43a01c3f4aff6deebc194444,agentic money,agentic money,2026-05-03 15:28:01,1.2,740.808,147158.91417922394,,,740.808,100k-200k,1,0,1.2,0.0,2.10858e-05,-1.2000210858,,-1.0000175715000001,5034068.13057736,0.0,5034068.13057736,True,2026-05-03 15:28:01
0x2e591b13d3caf27adf1db47d75278315d0754444,潜龙勿用,潜龙勿用,2026-03-15 09:21:33,1.2,808.884,363075.2787961836,,,808.884,200k-1m,1,0,1.2,0.0,2.102892e-05,-1.20002102892,,-1.0000175241,2227868.5640122476,0.0,2227868.5640122476,True,2026-03-15 09:21:33
0xc7f7d23b54e18b46f9957d4630896fb07b3a4444,币安人声,币安人生有声书,2026-04-13 10:16:34,1.2,737.796,52681.96204763015,,,737.796,50k-100k,4,1,2.0,0.9084255942400706,9.782028e-05,-1.0916722260399292,-644.3416302595681,-0.5458361130199646,43251297.9769898,43251297.976989806,-7.450580596923828e-09,False,2026-05-10 08:22:42
0xabffd43c28bdaed633fcd7ad0982cd0bd6fb4444,歪比巴卜,歪比巴卜,2026-03-07 05:15:02,0.3,186.087,8155.628747702871,3.220789209549857,3995.6466775833615,186.087,0-50k,4,1,1.471,0.3905842112492094,0.005906302280000001,-1.086322091030791,-697.9759292775253,-0.7384922440725975,99312061.93674836,47622473.050167,51689588.886581354,True,2026-05-04 09:51:38
0x4444790b84a9b48156cd64782fcab195b836002b,BiBi,Binance BiBi,2026-04-19 16:28:11,0.6,369.606,72950.6520226827,28.150048111542937,34681.42227438313,369.606,50k-100k,4,0,1.04,0.0,0.0001395522,-1.0401395522,,-1.0001341848076923,9449235.807856923,0.0,9449235.807856923,True,2026-04-19 16:46:49
0x8fd3437a13b298dd2e98db902c56970a9d3c4985,ASTEROID,ASTEROID,2026-04-26 16:04:42,1.0,636.17,72320.13341998032,,,636.17,50k-100k,1,0,1.0,0.0,0.000175859,-1.000175859,,-1.000175859,8796582.222900622,0.0,8796582.222900622,True,2026-04-26 16:04:42
0x987e6269c6b7ea6898221882f11ea16f87b97777,HODLAI,"HODL AI, Use AI Free",2026-01-27 02:32:22,0.5,448.355,194863.09294962618,,,448.355,100k-200k,2,0,1.0,0.0,4.52046e-05,-1.0000452046,,-1.0000452046,4886508.669452847,0.0,4886508.669452847,True,2026-02-27 11:45:32
0x782dc29289a1754a7b9bfc809e8b136e5b854444,大表哥,大表哥,2026-05-28 10:42:55,0.6,382.49399999999997,50398.98732208414,,,382.49399999999997,50k-100k,2,0,1.0,0.0,4.012248e-05,-1.00004012248,,-1.00004012248,12288471.96437373,0.0,12288471.96437373,True,2026-05-28 10:43:33
0x9debbe35b9c5d20d505f68049a87322fbcbe7777,福马,福马,2026-04-18 05:13:02,0.99,623.8683,32913.52311471682,,,623.8683,0-50k,1,0,0.99,0.0,0.00198317,-0.99198317,,-1.002003202020202,18954771.19922923,0.0,18954771.19922923,True,2026-04-18 05:13:02
0x638de589e66b7b7c59983937a903b1d086254444,中文时代,中文时代,2026-04-21 05:38:55,1.2,758.3159999999999,53286.18316998054,,,758.3159999999999,50k-100k,5,3,2.7,1.7248850361824206,0.00048930108,-0.9756042648975796,-667.7265552585816,-0.36133491292502945,49087825.03360402,17398699.142455462,31689125.891148556,True,2026-05-31 14:04:21
0x678610f52e9dcb2d10f3c6a6a6ce344929aa4444,U,只有你自己才能改變你的人生,2026-02-13 05:12:20,0.5,309.26,26238.153808828367,,,309.26,0-50k,4,2,1.6,0.6355383229498559,0.00023771123999999998,-0.9646993882901442,-623.0549762041509,-0.6029371176813401,49080710.88413774,18918151.240785386,30162559.643352356,True,2026-03-26 10:00:49
0x19c777239f3175066a8293008e5e164d0fd24444,fdog,fdog,2026-04-14 07:05:33,0.6,368.46,186292.02529126516,,,368.46,100k-200k,5,6,2.6,1.680412624164676,0.00049197768,-0.9200793535153241,-565.0207309937605,-0.3538766744289708,45001379.042563505,14284352.98979213,30717026.052771375,True,2026-04-14 13:08:24
0x97dcd3597060e4526b1aec6fb3e261e21e807777,CA Store,首个Flap CA Store,2026-03-10 05:05:02,0.4,256.84000000000003,39931.27592044022,,,256.84000000000003,0-50k,3,0,0.9000000000000001,0.0,6.859452e-05,-0.9000685945200001,,-1.0000762161333332,44883267.49034127,0.0,44883267.49034127,True,2026-03-10 05:24:16
0x574c192ed489562a4461366d145f9a853aa54444,大黄,我是大黄啊,2026-05-04 09:59:02,0.77,479.4405,61221.74803240669,,,479.4405,50k-100k,2,0,0.87,0.0,3.88644e-05,-0.8700388644,,-1.000044671724138,8719856.481007267,0.0,8719856.481007267,True,2026-05-08 09:56:16
0x434adc0fbec0e7eff3b656d6399ba7a0c4564444,Hacker,capital killer,2026-01-26 12:33:12,1.0,878.6,70758.33751709892,,,878.6,50k-100k,1,1,1.0,0.1339992844226651,4.04934e-05,-0.8660412089773349,-795.9527224757356,-0.8660412089773349,12416911.290315213,12416911.290315213,0.0,False,2026-02-28 03:59:52
0x42071b6e783bd49239c0a65229113da3c6b64444,告密者,告密者,2026-04-08 05:52:04,0.6,360.666,124785.70933284378,,,360.666,100k-200k,2,2,1.2,0.3404361732444606,7.991808e-05,-0.8596437448355393,-516.425584959952,-0.7163697873629494,5127792.054569395,5127792.054569396,-9.313225746154785e-10,False,2026-04-09 17:48:54
0x970c5f694c3f43b7c6e9f730e8c82da51c357777,bv4,Butterfly Native,2026-05-10 07:11:31,0.4,265.53200000000004,13541.049065171102,,,265.53200000000004,0-50k,4,1,1.6,0.7538414180138099,0.00018780312,-0.8463463851061902,-561.8301208250423,-0.5289664906913688,66120917.86695401,14109917.67294854,52011000.194005474,True,2026-05-10 10:06:43
0x5cf3404e89d7c55f7073878a847289a5cea9ffff,FDOGE,首个FORM底池分红代币,2026-04-14 07:05:41,0.4,245.64000000000001,22552.58570493486,20133.83041992025,24728370.52174605,245.64000000000001,0-50k,2,0,0.8,0.0,0.00012747552,-0.8001274755200001,,-1.0001593444,47628171.94306367,0.0,47628171.94306367,True,2026-04-14 13:08:12
0x03a0a8700fa3809c6c2d637babd841296da57777,FOMA,Freedom of Money Art,2026-05-19 16:41:07,0.4,255.76,53826.97744775905,,,255.76,50k-100k,2,0,0.8,0.0,6.02256e-05,-0.8000602256,,-1.0000752819999998,6496581.527829174,0.0,6496581.527829174,True,2026-05-23 06:08:55
0x396f3e64035f01755905af2b8077174f31a8cd1f,LUNA,LUNA,2026-03-18 06:22:26,0.4,260.916,11868.996399232132,,,260.916,0-50k,2,0,0.8,0.0,4.6231919999999995e-05,-0.80004623192,,-1.0000577899,41306022.31651856,0.0,41306022.31651856,True,2026-03-19 04:04:57
0x7edc00740cbc8a389a4683d448cd2dea8ed24444,AI小何,AI小何,2026-05-06 07:37:31,0.8,518.096,35576.495694681784,,,518.096,0-50k,1,0,0.8,0.0,2.10858e-05,-0.8000210858000001,,-1.00002635725,14562873.32081019,0.0,14562873.32081019,True,2026-05-06 07:37:31
0x6657adbcaa70f579a46a13dbab7961695e434444,币安恋,介绍成功给BNB,2026-05-26 03:26:41,0.4,262.316,6716.855131934752,2.1866652549609955,2867.9864151017423,262.316,0-50k,6,6,2.6,1.8106445803471254,0.00037341348,-0.7897288331328747,-517.8962714802078,-0.30374185889725946,101880307.59262873,80746916.84215927,21133390.75046946,True,2026-05-26 07:43:37
0x1396e40695e626c81549a4a409fb1ec46b794444,向上的力量,山顶的风只有登顶才能吹到,2026-04-19 05:50:18,0.4,246.404,37411.438790398875,13.884733499179271,17106.269365658845,246.404,0-50k,2,4,1.6,0.8272026582242819,0.0001434012,-0.7729407429757182,-476.13922708047215,-0.4830879643598239,29354828.098266967,29354828.098266967,0.0,False,2026-04-19 14:08:04
0xf339968b81663d6a7558562fce81f0fca3cb4444,帕鲁,帕鲁,2026-04-18 04:40:33,1.2,756.204,194035.5383946869,,,756.204,100k-200k,3,3,4.4,3.6289681933625704,0.00012127248000000001,-0.77115307911743,-465.18924966437777,-0.17526206343577955,11997907.213248437,6627785.774617051,5370121.4386313865,True,2026-04-19 03:41:00
0xf850da43028ac894cb26b131500d98c40b8c4444,MEME SZN,MEME SZN,2026-05-05 08:34:35,0.77,485.51579999999996,103888.91132975293,,,485.51579999999996,100k-200k,1,0,0.77,0.0,2.108388e-05,-0.77002108388,,-1.0000273816623377,4673413.108150959,0.0,4673413.108150959,True,2026-05-05 08:34:35
0xf3eb5cedc613899bd793687fb006ffdfb6224444,沙哥,上海第二工业大学沙哥,2026-05-22 03:47:11,0.77,500.4076,14529.66605510402,,,500.4076,0-50k,1,0,0.77,0.0,2.108244e-05,-0.77002108244,,-1.0000273797922077,34440406.138874434,0.0,34440406.138874434,True,2026-05-22 03:47:11
0x712fb754e1c331ad8972009d7a1f1c2de0d94444,Kimiclaw,微博龙虾,2026-03-10 10:18:31,0.6,385.26,78604.40067899594,,,385.26,50k-100k,2,1,1.0,0.23097524880464093,5.8341479999999996e-05,-0.769083092675359,-505.8361669030904,-0.769083092675359,21502659.996279597,21502659.996279597,0.0,False,2026-04-01 08:27:25
